# Tracker with some misalignments
#
#
#
TABLE TrkAlignTracker
0, 0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
#
#
#
TABLE TrkAlignPlane
#row, strawid, dx, dy, dz, rx, ry, rz
0,0_0_0,0,0,0,0,0,0
1,1_0_0,0,0,0,0,0,0
2,2_0_0,0,0,0,0,0,0
3,3_0_0,0,0,0,0,0,0
4,4_0_0,0,0,0,0,0,0
5,5_0_0,0,0,0,0,0,0
6,6_0_0,0,0,0,0,0,0
7,7_0_0,0,0,0,0,0,0
8,8_0_0,0,0,0,0,0,0
9,9_0_0,0,0,0,0,0,0
10,10_0_0,0,0,0,0,0,0
11,11_0_0,0,0,0,0,0,0
12,12_0_0,0,0,0,0,0,0
13,13_0_0,0,0,0,0,0,0
14,14_0_0,0,0,0,0,0,0
15,15_0_0,0,0,0,0,0,0
16,16_0_0,0,0,0,0,0,0
17,17_0_0,0,0,0,0,0,0
18,18_0_0,0,0,0,0,0,0
19,19_0_0,0,0,0,0,0,0
20,20_0_0,0,0,0,0,0,0
21,21_0_0,0,0,0,0,0,0
22,22_0_0,0,0,0,0,0,0
23,23_0_0,0,0,0,0,0,0
24,24_0_0,0,0,0,0,0,0
25,25_0_0,0,0,0,0,0,0
26,26_0_0,0,0,0,0,0,0
27,27_0_0,0,0,0,0,0,0
28,28_0_0,0,0,0,0,0,0
29,29_0_0,0,0,0,0,0,0
30,30_0_0,0,0,0,0,0,0
31,31_0_0,0,0,0,0,0,0
32,32_0_0,0,0,0,0,0,0
33,33_0_0,0,0,0,0,0,0
34,34_0_0,0,0,0,0,0,0
35,35_0_0,0,0,0,0,0,0
#
#
#
TABLE TrkAlignPanel
#row, strawid, dU, dV, dW, rU, rV, rW
0,0_0_0,0,0,0,0,0,0
1,0_1_0,0,0,0,0,0,0
2,0_2_0,0,0,0,0,0,0
3,0_3_0,0,0,0,0,0,0
4,0_4_0,0,0,0,0,0,0
5,0_5_0,0,0,0,0,0,0
6,1_0_0,0,0,0,0,0,0
7,1_1_0,0,0,0,0,0,0
8,1_2_0,0,0,0,0,0,0
9,1_3_0,0,0,0,0,0,0
10,1_4_0,0,0,0,0,0,0
11,1_5_0,0,0,0,0,0,0
12,2_0_0,0,0,0,0,0,0
13,2_1_0,0,0,0,0,0,0
14,2_2_0,0,0,0,0,0,0
15,2_3_0,0,0,0,0,0,0
16,2_4_0,0,0,0,0,0,0
17,2_5_0,0,0,0,0,0,0
18,3_0_0,0,0,0,0,0,0
19,3_1_0,0,0,0,0,0,0
20,3_2_0,0,0,0,0,0,0
21,3_3_0,0,0,0,0,0,0
22,3_4_0,0,0,0,0,0,0
23,3_5_0,0,0,0,0,0,0
24,4_0_0,0,0,0,0,0,0
25,4_1_0,0,0,0,0,0,0
26,4_2_0,0,0,0,0,0,0
27,4_3_0,0,0,0,0,0,0
28,4_4_0,0,0,0,0,0,0
29,4_5_0,0,0,0,0,0,0
30,5_0_0,0,0,0,0,0,0
31,5_1_0,0,0,0,0,0,0
32,5_2_0,0,0,0,0,0,0
33,5_3_0,0,0,0,0,0,0
34,5_4_0,0,0,0,0,0,0
35,5_5_0,0,0,0,0,0,0
36,6_0_0,0,0,0,0,0,0
37,6_1_0,0,0,0,0,0,0
38,6_2_0,0,0,0,0,0,0
39,6_3_0,0,0,0,0,0,0
40,6_4_0,0,0,0,0,0,0
41,6_5_0,0,0,0,0,0,0
42,7_0_0,0,0,0,0,0,0
43,7_1_0,0,0,0,0,0,0
44,7_2_0,0,0,0,0,0,0
45,7_3_0,0,0,0,0,0,0
46,7_4_0,0,0,0,0,0,0
47,7_5_0,0,0,0,0,0,0
48,8_0_0,0,0,0,0,0,0
49,8_1_0,0,0,0,0,0,0
50,8_2_0,0,0,0,0,0,0
51,8_3_0,0,0,0,0,0,0
52,8_4_0,0,0,0,0,0,0
53,8_5_0,0,0,0,0,0,0
54,9_0_0,0,0,0,0,0,0
55,9_1_0,0,0,0,0,0,0
56,9_2_0,0,0,0,0,0,0
57,9_3_0,0,0,0,0,0,0
58,9_4_0,0,0,0,0,0,0
59,9_5_0,0,0,0,0,0,0
60,10_0_0,0,0,0,0,0,0
61,10_1_0,0,0,0,0,0,0
62,10_2_0,0,0,0,0,0,0
63,10_3_0,0,0,0,0,0,0
64,10_4_0,0,0,0,0,0,0
65,10_5_0,0,0,0,0,0,0
66,11_0_0,0,0,0,0,0,0
67,11_1_0,0,0,0,0,0,0
68,11_2_0,0,0,0,0,0,0
69,11_3_0,0,0,0,0,0,0
70,11_4_0,0,0,0,0,0,0
71,11_5_0,0,0,0,0,0,0
72,12_0_0,0,0,0,0,0,0
73,12_1_0,0,0,0,0,0,0
74,12_2_0,0,0,0,0,0,0
75,12_3_0,0,0,0,0,0,0
76,12_4_0,0,0,0,0,0,0
77,12_5_0,0,0,0,0,0,0
78,13_0_0,0,0,0,0,0,0
79,13_1_0,0,0,0,0,0,0
80,13_2_0,0,0,0,0,0,0
81,13_3_0,0,0,0,0,0,0
82,13_4_0,0,0,0,0,0,0
83,13_5_0,0,0,0,0,0,0
84,14_0_0,0,0,0,0,0,0
85,14_1_0,0,0,0,0,0,0
86,14_2_0,0,0,0,0,0,0
87,14_3_0,0,0,0,0,0,0
88,14_4_0,0,0,0,0,0,0
89,14_5_0,0,0,0,0,0,0
90,15_0_0,0,0,0,0,0,0
91,15_1_0,0,0,0,0,0,0
92,15_2_0,0,0,0,0,0,0
93,15_3_0,0,0,0,0,0,0
94,15_4_0,0,0,0,0,0,0
95,15_5_0,0,0,0,0,0,0
96,16_0_0,0,0,0,0,0,0
97,16_1_0,0,0,0,0,0,0
98,16_2_0,0,0,0,0,0,0
99,16_3_0,0,0,0,0,0,0
100,16_4_0,0,0,0,0,0,0
101,16_5_0,0,0,0,0,0,0
102,17_0_0,0,0,0,0,0,0
103,17_1_0,0,0,0,0,0,0
104,17_2_0,0,0,0,0,0,0
105,17_3_0,0,0,0,0,0,0
106,17_4_0,0,0,0,0,0,0
107,17_5_0,0,0,0,0,0,0
108,18_0_0,0,0,0,0,0,0
109,18_1_0,0,0,0,0,0,0
110,18_2_0,0,0,0,0,0,0
111,18_3_0,0,0,0,0,0,0
112,18_4_0,0,0,0,0,0,0
113,18_5_0,0,0,0,0,0,0
114,19_0_0,0,0,0,0,0,0
115,19_1_0,0,0,0,0,0,0
116,19_2_0,0,0,0,0,0,0
117,19_3_0,0,0,0,0,0,0
118,19_4_0,0,0,0,0,0,0
119,19_5_0,0,0,0,0,0,0
120,20_0_0,0,0,0,0,0,0
121,20_1_0,0,0,0,0,0,0
122,20_2_0,0,0,0,0,0,0
123,20_3_0,0,0,0,0,0,0
124,20_4_0,0,0,0,0,0,0
125,20_5_0,0,0,0,0,0,0
126,21_0_0,0,0,0,0,0,0
127,21_1_0,0,0,0,0,0,0
128,21_2_0,0,0,0,0,0,0
129,21_3_0,0,0,0,0,0,0
130,21_4_0,0,0,0,0,0,0
131,21_5_0,0,0,0,0,0,0
132,22_0_0,0,0,0,0,0,0
133,22_1_0,0,0,0,0,0,0
134,22_2_0,0,0,0,0,0,0
135,22_3_0,0,0,0,0,0,0
136,22_4_0,0,0,0,0,0,0
137,22_5_0,0,0,0,0,0,0
138,23_0_0,0,0,0,0,0,0
139,23_1_0,0,0,0,0,0,0
140,23_2_0,0,0,0,0,0,0
141,23_3_0,0,0,0,0,0,0
142,23_4_0,0,0,0,0,0,0
143,23_5_0,0,0,0,0,0,0
144,24_0_0,0,0,0,0,0,0
145,24_1_0,0,0,0,0,0,0
146,24_2_0,0,0,0,0,0,0
147,24_3_0,0,0,0,0,0,0
148,24_4_0,0,0,0,0,0,0
149,24_5_0,0,0,0,0,0,0
150,25_0_0,0,0,0,0,0,0
151,25_1_0,0,0,0,0,0,0
152,25_2_0,0,0,0,0,0,0
153,25_3_0,0,0,0,0,0,0
154,25_4_0,0,0,0,0,0,0
155,25_5_0,0,0,0,0,0,0
156,26_0_0,0,0,0,0,0,0
157,26_1_0,0,0,0,0,0,0
158,26_2_0,0,0,0,0,0,0
159,26_3_0,0,0,0,0,0,0
160,26_4_0,0,0,0,0,0,0
161,26_5_0,0,0,0,0,0,0
162,27_0_0,0,0,0,0,0,0
163,27_1_0,0,0,0,0,0,0
164,27_2_0,0,0,0,0,0,0
165,27_3_0,0,0,0,0,0,0
166,27_4_0,0,0,0,0,0,0
167,27_5_0,0,0,0,0,0,0
168,28_0_0,0,0,0,0,0,0
169,28_1_0,0,0,0,0,0,0
170,28_2_0,0,0,0,0,0,0
